record,created_at
31.9*2*24.9,2024-12-13 18:01:03
29.6*2*21.3,2024-12-13 19:31:57
29.5*2*21.2,2024-12-14 00:00:58
28.3*2*20.6,2024-12-14 06:00:55
28.1*2*19.2,2024-12-14 12:00:53
31.6*2*27.9,2024-12-14 18:00:53
34.9*2*27.5,2024-12-15 00:00:54
29.9*2*22.8,2024-12-15 06:00:54
28.8*2*21.1,2024-12-15 12:01:03
29.6*2*23.0,2024-12-15 18:00:53
32.1*2*24.6,2024-12-16 00:01:07
29.5*2*22.2,2024-12-16 06:00:57
28.5*2*20.6,2024-12-16 12:00:53
29.2*2*22.7,2024-12-16 18:00:52
32.4*2*25.0,2024-12-17 00:01:04
29.9*2*21.9,2024-12-17 06:00:53
28.9*2*20.6,2024-12-17 12:00:57
31.1*2*28.2,2024-12-17 18:00:53
33.9*2*26.3,2024-12-18 00:01:04
30.1*2*21.9,2024-12-18 06:00:56
28.3*2*20.1,2024-12-18 12:00:53
34.5*2*29.0,2024-12-18 16:27:44
34.6*2*29.2,2024-12-18 18:00:54
34.5*2*27.0,2024-12-19 00:01:01
30.3*2*22.8,2024-12-19 06:00:54
29.1*2*21.2,2024-12-19 12:00:53
28.4*2*20.5,2024-12-19 18:01:05
31.5*2*23.1,2024-12-20 00:00:54
28.9*2*20.2,2024-12-20 06:00:55
28.2*2*20.2,2024-12-20 12:00:53
30.9*2*25.8,2024-12-20 18:01:06
31.0*2*23.4,2024-12-21 00:00:55
28.6*2*21.0,2024-12-21 06:00:53
27.1*2*17.9,2024-12-21 12:00:54
29.4*2*23.7,2024-12-21 18:01:04
30.8*2*21.5,2024-12-21 20:34:24
30.8*2*21.6,2024-12-21 20:37:06
30.3*2*21.3,2024-12-21 21:20:49
30.0*2*21.3,2024-12-21 21:50:59
30.0*2*21.3,2024-12-22 00:00:56
29.4*2*21.4,2024-12-22 06:00:55
28.5*2*20.4,2024-12-22 12:00:56
31.0*2*25.7,2024-12-22 18:00:53
32.6*2*22.4,2024-12-23 00:01:04
29.4*2*20.8,2024-12-23 06:00:56
29.0*2*19.4,2024-12-23 12:00:56
28.3*2*20.8,2024-12-23 18:00:54
30.1*2*21.7,2024-12-24 00:01:07
29.1*2*20.2,2024-12-24 06:00:55
28.5*2*19.9,2024-12-24 12:00:56
30.0*2*24.9,2024-12-24 18:00:53
31.0*2*22.0,2024-12-25 00:01:07
28.6*2*20.6,2024-12-25 06:00:59
27.5*2*19.4,2024-12-25 12:00:57
28.0*2*20.7,2024-12-25 18:00:53
30.1*2*23.4,2024-12-26 00:01:07
28.7*2*20.3,2024-12-26 06:00:55
28.1*2*19.1,2024-12-26 12:00:56
30.7*2*26.5,2024-12-26 18:00:53
32.7*2*24.9,2024-12-27 00:01:06
29.7*2*21.6,2024-12-27 06:00:59
28.4*2*20.1,2024-12-27 12:00:58
30.8*2*25.6,2024-12-27 18:00:53
32.7*2*24.5,2024-12-27 18:27:04
32.7*2*24.6,2024-12-28 00:00:59
29.6*2*21.6,2024-12-28 06:00:56
28.4*2*20.1,2024-12-28 12:00:54
31.9*2*27.0,2024-12-28 18:00:54
31.8*2*22.6,2024-12-28 20:44:51
31.7*2*22.7,2024-12-29 00:00:54
30.2*2*21.9,2024-12-29 06:01:00
32.7*2*28.5,2024-12-29 13:11:26
32.8*2*28.5,2024-12-29 18:00:55
34.0*2*2,2024-12-30 00:00:56
30.3*2*23.3,2024-12-30 06:00:55
28.8*2*22.5,2024-12-30 09:14:43
29.0*2*25.4,2024-12-30 10:24:16
29.0*2*25.5,2024-12-30 12:01:03
30.7*2*28.4,2024-12-30 18:00:53
32.9*2*25.4,2024-12-30 19:51:16
32.9*2*25.4,2024-12-31 00:01:02
30.5*2*22.1,2024-12-31 00:31:50
29.2*2*21.0,2024-12-31 03:16:07
29.3*2*21.1,2024-12-31 06:00:54
29.2*2*20.7,2024-12-31 12:00:59
32.9*2*24.7,2024-12-31 16:22:31
32.9*2*26.1,2024-12-31 17:37:22
32.9*2*26.1,2024-12-31 18:00:56
32.8*2*26.1,2025-01-01 00:00:57
31.0*2*22.9,2025-01-01 06:00:58
29.0*2*20.7,2025-01-01 12:00:57
31.5*2*24.5,2025-01-01 13:29:24
30.5*2*23.8,2025-01-01 14:06:25
29.9*2*21.4,2025-01-01 14:54:03
30.6*2*24.6,2025-01-01 17:08:24
30.8*2*24.7,2025-01-01 18:00:55
31.2*2*24.9,2025-01-02 00:00:56
29.7*2*22.1,2025-01-02 06:00:57
29.0*2*20.5,2025-01-02 12:00:53
31.4*2*27.0,2025-01-02 18:01:05
32.1*2*21.4,2025-01-03 00:01:00
32.6*2*25.3,2025-01-06 15:02:03
32.8*2*25.2,2025-01-06 18:00:56
32.7*2*23.7,2025-01-07 00:00:58
29.2*2*21.5,2025-01-07 06:00:55
29.3*2*21.0,2025-01-07 12:00:56
29.9*2*23.7,2025-01-07 15:31:59
30.2*2*23.6,2025-01-07 18:00:58
30.9*2*21.1,2025-01-07 21:53:59
30.9*2*21.1,2025-01-08 00:00:56
30.0*2*20.6,2025-01-08 06:01:00
29.0*2*18.8,2025-01-08 12:00:54
33.4*2*26.8,2025-01-08 15:39:19
33.6*2*26.8,2025-01-08 18:00:55
33.2*2*23.4,2025-01-09 00:01:01
29.8*2*22.1,2025-01-09 06:00:53
29.3*2*20.2,2025-01-09 12:00:56
29.6*2*26.0,2025-01-09 18:01:04
33.8*2*26.8,2025-01-10 00:00:59
30.4*2*2,2025-01-10 06:00:53
29.7*2*21.4,2025-01-10 12:00:56
31.3*2*27.2,2025-01-10 18:01:03
29.8*2*22.6,2025-01-11 00:00:54
29.0*2*21.3,2025-01-11 06:00:57
28.3*2*19.8,2025-01-11 12:00:53
29.4*2*25.1,2025-01-11 18:01:03
33.3*2*26.1,2025-01-12 00:00:54
30.4*2*22.0,2025-01-12 06:00:54
29.0*2*20.2,2025-01-12 12:00:53
29.6*2*24.3,2025-01-12 18:01:03
31.0*2*20.9,2025-01-12 22:53:00
31.1*2*21.1,2025-01-13 00:00:57
30.5*2*21.1,2025-01-13 06:00:57
29.5*2*20.2,2025-01-13 12:00:55
34.7*2*28.9,2025-01-13 16:49:11
30.0*2*21.3,2025-01-13 21:38:27
30.0*2*21.3,2025-01-14 00:01:00
29.6*2*21.4,2025-01-14 06:00:58
28.7*2*20.4,2025-01-14 12:00:53
34.5*2*29.2,2025-01-14 16:19:35
34.6*2*28.9,2025-01-14 18:00:54
34.2*2*27.8,2025-01-15 00:00:53
30.5*2*22.5,2025-01-15 06:00:58
28.6*2*20.8,2025-01-15 12:00:53
31.4*2*26.2,2025-01-15 18:01:02
33.3*2*26.0,2025-01-16 00:01:03
30.8*2*21.5,2025-01-16 06:00:54
29.0*2*19.1,2025-01-16 12:01:00
30.2*2*27.1,2025-01-16 18:01:05
33.1*2*26.8,2025-01-17 00:00:53
30.2*2*22.3,2025-01-17 06:00:58
28.7*2*20.1,2025-01-17 12:00:58
29.7*2*28.4,2025-01-17 18:01:02
33.7*2*27.8,2025-01-18 00:00:53
30.0*2*22.7,2025-01-18 06:01:00
28.1*2*20.8,2025-01-18 12:01:00
33.5*2*28.4,2025-01-18 18:01:04
31.0*2*24.0,2025-01-18 19:49:38
31.0*2*24.0,2025-01-19 00:00:55
29.2*2*22.5,2025-01-19 06:00:59
29.7*2*22.4,2025-01-19 08:43:38
29.7*2*22.6,2025-01-19 12:00:55
34.1*2*25.2,2025-01-19 17:17:47
34.0*2*25.1,2025-01-19 18:00:59
2*2*2,2025-01-20 00:00:57
29.2*2*22.4,2025-01-20 06:00:58
28.5*2*20.0,2025-01-20 12:00:55
31.6*2*27.8,2025-01-20 18:00:59
31.6*2*23.6,2025-01-21 00:00:53
29.1*2*21.3,2025-01-21 06:00:56
28.3*2*21.1,2025-01-21 12:00:53
33.0*2*26.1,2025-01-21 18:01:00
33.6*2*26.2,2025-01-22 00:00:53
29.6*2*21.9,2025-01-22 06:00:56
32.1*2*25.3,2025-01-22 11:07:52
32.3*2*25.3,2025-01-22 12:01:04
32.6*2*27.1,2025-01-22 18:00:57
31.4*2*23.6,2025-01-23 00:01:03
29.7*2*2,2025-01-23 06:00:53
28.7*2*19.9,2025-01-23 12:01:06
30.5*2*26.9,2025-01-23 18:00:53
31.2*2*18.6,2025-01-24 00:00:59
27.8*2*20.2,2025-01-24 06:00:53
29.2*2*23.9,2025-01-24 09:51:41
29.3*2*24.9,2025-01-24 10:20:20
29.4*2*25.0,2025-01-24 12:00:55
30.5*2*26.0,2025-01-24 18:00:53
35.0*2*22.2,2025-01-24 21:08:00
35.3*2*22.3,2025-01-25 00:00:58
34.4*2*21.3,2025-01-25 06:00:54
29.4*2*20.5,2025-01-25 12:00:57
33.1*2*25.2,2025-01-25 18:00:57
32.5*2*24.0,2025-01-25 19:20:38
32.8*2*23.1,2025-01-25 20:32:06
2*2*23.2,2025-01-26 00:00:57
31.5*2*22.7,2025-01-26 06:00:57
31.2*2*21.7,2025-01-26 12:00:54
31.5*2*24.7,2025-01-26 18:00:53
32.5*2*23.0,2025-01-27 00:01:04
29.9*2*21.7,2025-01-27 06:00:57
29.6*2*20.2,2025-01-27 12:00:53
31.0*2*26.9,2025-01-27 18:00:53
35.4*2*28.4,2025-01-28 00:01:06
31.1*2*22.8,2025-01-28 06:01:02
29.4*2*21.2,2025-01-28 12:00:55
31.3*2*25.9,2025-01-28 18:00:53
32.8*2*26.1,2025-01-29 00:01:06
29.8*2*22.3,2025-01-29 06:01:01
29.4*2*20.4,2025-01-29 12:00:55
31.1*2*27.9,2025-01-29 18:00:53
33.8*2*2,2025-01-30 00:01:02
30.7*2*23.0,2025-01-30 06:00:57
30.3*2*21.5,2025-01-30 12:00:54
31.2*2*26.2,2025-01-30 18:00:53
31.8*2*24.5,2025-01-30 19:32:29
30.8*2*23.2,2025-01-31 00:01:03
29.3*2*21.5,2025-01-31 06:01:04
34.0*2*27.2,2025-01-31 18:12:02
33.6*2*25.1,2025-01-31 19:39:15
33.5*2*25.1,2025-02-01 00:01:01
31.7*2*23.1,2025-02-01 06:00:56
30.6*2*22.2,2025-02-01 12:00:53
31.8*2*25.1,2025-02-01 18:00:52
34.1*2*25.8,2025-02-02 00:01:07
31.5*2*23.1,2025-02-02 06:00:58
30.7*2*22.5,2025-02-02 12:00:55
30.1*2*23.8,2025-02-02 18:00:53
33.6*2*26.6,2025-02-03 00:01:05
31.4*2*23.1,2025-02-03 06:00:53
30.3*2*20.6,2025-02-03 12:00:57
31.5*2*27.6,2025-02-03 18:00:53
32.6*2*25.1,2025-02-03 19:36:54
31.8*2*24.1,2025-02-03 21:34:52
31.9*2*24.0,2025-02-04 00:00:59
30.6*2*23.0,2025-02-04 06:00:53
30.0*2*21.6,2025-02-04 12:00:56
33.4*2*28.3,2025-02-04 16:18:33
29.4*2*22.1,2025-02-08 06:48:06
29.5*2*22.3,2025-02-08 12:00:58
31.1*2*27.7,2025-02-08 18:00:53
30.0*2*24.6,2025-02-09 09:13:12
30.2*2*25.2,2025-02-09 09:26:35
30.2*2*25.3,2025-02-09 12:01:02
33.2*2*30.3,2025-02-09 13:40:24
33.2*2*30.4,2025-02-09 18:00:57
31.3*2*24.6,2025-02-09 20:03:12
31.3*2*24.6,2025-02-09 22:31:31
29.8*2*23.5,2025-02-09 22:43:37
29.6*2*23.5,2025-02-09 23:06:49
29.6*2*23.1,2025-02-10 00:00:59
29.5*2*22.8,2025-02-10 06:00:53
28.6*2*21.0,2025-02-10 12:01:00
32.5*2*29.6,2025-02-10 13:42:52
32.5*2*29.3,2025-02-10 14:35:13
32.5*2*25.9,2025-02-10 18:00:57
31.9*2*27.2,2025-02-11 00:00:54
30.1*2*23.1,2025-02-11 06:00:56
28.5*2*21.1,2025-02-11 12:00:53
31.2*2*30.3,2025-02-11 18:01:05
30.8*2*24.4,2025-02-11 21:34:00
30.8*2*24.4,2025-02-12 00:01:00
29.8*2*23.8,2025-02-12 06:00:58
29.2*2*22.0,2025-02-12 12:00:59
31.8*2*30.6,2025-02-12 12:44:46
29.8*2*22.9,2025-02-13 00:24:46
29.8*2*23.0,2025-02-13 06:00:59
31.4*2*28.5,2025-02-13 12:04:52
33.8*2*28.8,2025-02-13 18:03:17
32.8*2*27.4,2025-02-13 19:07:33
32.9*2*27.1,2025-02-14 00:01:01
30.6*2*25.0,2025-02-14 06:00:58
29.4*2*20.2,2025-02-14 12:00:57
30.9*2*28.3,2025-02-14 18:00:54
33.9*2*28.2,2025-02-15 00:01:04
32.5*2*23.7,2025-02-15 06:00:55
31.0*2*17.8,2025-02-15 12:00:53
31.6*2*25.7,2025-02-15 18:00:53
34.2*2*27.9,2025-02-16 00:01:05
31.8*2*23.6,2025-02-16 06:00:53
30.7*2*22.2,2025-02-16 12:00:57
33.0*2*28.9,2025-02-16 18:00:53
33.6*2*27.1,2025-02-17 00:01:04
30.5*2*23.0,2025-02-17 06:00:56
29.4*2*21.1,2025-02-17 12:00:53
30.2*2*23.2,2025-02-17 19:30:06
30.5*2*23.2,2025-02-17 21:28:28
30.4*2*23.2,2025-02-18 00:00:54
30.0*2*22.3,2025-02-18 06:00:57
29.0*2*21.2,2025-02-18 12:00:57
34.5*2*29.2,2025-02-18 18:00:54
32.9*2*24.9,2025-02-18 21:23:59
33.1*2*24.8,2025-02-19 00:00:53
31.6*2*23.1,2025-02-19 06:01:02
29.6*2*20.8,2025-02-19 12:00:55
33.6*2*28.9,2025-02-19 18:00:54
33.0*2*24.8,2025-02-19 21:08:58
2*2*24.7,2025-02-20 00:00:54
31.8*2*23.1,2025-02-20 06:00:57
30.7*2*20.1,2025-02-20 12:00:53
35.8*2*29.2,2025-02-20 18:00:53
35.0*2*28.6,2025-02-21 00:01:05
31.8*2*23.1,2025-02-21 06:00:54
32.0*2*27.3,2025-02-21 10:36:16
32.0*2*27.5,2025-02-21 11:49:06
2*2*27.3,2025-02-21 12:00:20
32.4*2*27.2,2025-02-21 12:10:19
32.3*2*27.2,2025-02-21 12:12:08
32.4*2*27.2,2025-02-21 18:00:53
2*2*28.2,2025-02-21 19:32:17
33.0*2*25.9,2025-02-22 00:00:39
31.5*2*22.7,2025-02-22 05:32:49
29.7*2*21.4,2025-02-22 06:00:53
29.6*2*21.0,2025-02-22 12:00:57
32.1*2*29.9,2025-02-22 18:00:53
34.3*2*28.8,2025-02-22 19:32:25
33.2*2*26.2,2025-02-23 00:00:39
32.2*2*23.4,2025-02-23 05:33:04
30.6*2*21.4,2025-02-23 06:00:54
30.6*2*21.3,2025-02-23 12:00:55
33.5*2*28.9,2025-02-23 18:00:53
34.0*2*27.7,2025-02-23 19:32:16
33.5*2*25.5,2025-02-24 00:00:36
31.8*2*23.1,2025-02-24 05:32:34
30.2*2*21.4,2025-02-24 06:00:56
30.1*2*21.6,2025-02-24 12:00:57
32.7*2*31.2,2025-02-24 18:00:53
33.7*2*29.7,2025-02-24 19:32:26
32.8*2*26.7,2025-02-25 00:00:36
32.1*2*24.2,2025-02-25 05:32:35
30.4*2*20.9,2025-02-25 06:00:54
30.3*2*21.0,2025-02-25 10:07:47
30.8*2*27.1,2025-02-25 12:01:01
33.6*2*33.6,2025-02-25 13:21:59
33.7*2*33.5,2025-02-25 18:00:57
33.8*2*32.2,2025-02-25 19:32:14
33.1*2*28.0,2025-02-26 00:00:38
32.4*2*24.9,2025-02-26 06:00:36
31.3*2*23.2,2025-02-26 07:33:06
31.1*2*23.6,2025-02-26 12:00:58
32.7*2*32.0,2025-02-26 18:00:54
34.2*2*31.6,2025-02-26 19:32:14
2*2*28.6,2025-02-27 00:00:36
32.6*2*24.5,2025-02-27 06:00:36
32.0*2*23.2,2025-02-27 07:32:34
32.0*2*21.6,2025-02-27 12:00:53
33.2*2*31.7,2025-02-27 18:01:01
34.6*2*29.5,2025-02-27 19:32:16
33.9*2*27.2,2025-02-28 00:00:36
32.4*2*24.3,2025-02-28 06:00:36
32.0*2*22.2,2025-02-28 07:32:35
31.7*2*22.4,2025-02-28 12:00:56
33.4*2*31.5,2025-02-28 18:00:54
33.9*2*28.8,2025-02-28 18:33:59
2*2*28.8,2025-02-28 19:32:15
33.5*2*27.0,2025-03-01 00:00:36
32.8*2*24.5,2025-03-01 06:00:37
31.8*2*20.6,2025-03-01 07:32:32
31.7*2*22.2,2025-03-01 12:00:56
33.6*2*31.4,2025-03-01 18:00:57
34.7*2*30.2,2025-03-01 19:32:29
33.6*2*27.4,2025-03-02 00:00:36
32.7*2*24.8,2025-03-02 06:00:36
34.3*2*30.4,2025-03-02 13:35:58
34.3*2*30.9,2025-03-02 18:00:55
33.9*2*27.1,2025-03-02 19:32:15
33.3*2*26.0,2025-03-03 00:00:36
32.9*2*25.2,2025-03-03 06:00:35
32.4*2*23.5,2025-03-03 07:32:32
32.1*2*23.0,2025-03-03 12:01:04
33.3*2*26.9,2025-03-04 17:37:25
33.3*2*26.8,2025-03-04 18:00:56
33.3*2*26.6,2025-03-04 19:32:14
32.8*2*25.1,2025-03-05 00:00:37
31.9*2*23.6,2025-03-05 06:00:36
30.2*2*21.5,2025-03-05 07:32:32
30.0*2*20.9,2025-03-05 12:01:02
2*2*2,2025-03-05 15:17:13
35.1*2*30.8,2025-03-05 17:22:20
35.1*2*30.8,2025-03-05 18:00:55
35.2*2*29.6,2025-03-05 19:32:14
34.0*2*26.5,2025-03-05 20:23:22
34.1*2*26.4,2025-03-06 00:00:37
33.2*2*25.1,2025-03-06 06:00:36
31.6*2*22.5,2025-03-06 07:32:36
31.0*2*23.1,2025-03-06 12:00:54
34.3*2*31.5,2025-03-06 18:00:53
34.8*2*30.0,2025-03-06 19:32:15
34.1*2*27.6,2025-03-07 00:00:36
33.0*2*25.0,2025-03-07 06:00:36
31.9*2*23.6,2025-03-07 07:32:32
31.8*2*24.0,2025-03-07 12:01:00
33.5*2*31.4,2025-03-07 18:00:55
34.4*2*29.4,2025-03-07 19:32:16
33.6*2*27.5,2025-03-08 00:00:35
33.0*2*24.5,2025-03-08 06:00:38
31.6*2*22.6,2025-03-08 12:01:02
32.8*2*29.5,2025-03-08 18:01:01
32.9*2*25.3,2025-03-08 19:32:14
32.4*2*24.6,2025-03-09 00:00:35
32.1*2*23.6,2025-03-09 06:00:36
31.3*2*22.4,2025-03-09 07:32:48
30.7*2*22.5,2025-03-09 12:00:56
31.8*2*26.2,2025-03-09 18:00:53
33.5*2*26.2,2025-03-09 19:32:15
33.0*2*24.4,2025-03-10 00:00:36
32.2*2*23.8,2025-03-10 06:00:36
31.3*2*22.7,2025-03-10 07:32:31
30.9*2*22.4,2025-03-10 12:00:56
32.7*2*23.4,2025-03-10 18:00:57
32.0*2*20.6,2025-03-10 19:32:24
31.0*2*20.8,2025-03-11 00:00:37
29.1*2*20.3,2025-03-11 06:00:36
28.1*2*19.8,2025-03-11 07:32:35
27.4*2*19.4,2025-03-11 12:01:00
32.2*2*29.6,2025-03-11 18:00:54
34.0*2*29.9,2025-03-11 19:32:15
33.4*2*27.1,2025-03-12 00:00:36
32.8*2*24.6,2025-03-12 06:00:36
29.3*2*21.1,2025-03-12 12:01:05
30.4*2*27.1,2025-03-12 18:00:54
33.2*2*22.7,2025-03-12 19:32:33
31.2*2*20.5,2025-03-13 00:00:36
28.5*2*20.5,2025-03-13 06:00:36
28.4*2*26.6,2025-03-13 10:21:28
29.7*2*28.3,2025-03-13 11:31:20
29.8*2*28.1,2025-03-13 12:00:36
34.0*2*29.7,2025-03-13 16:33:00
34.1*2*29.5,2025-03-13 18:00:36
33.7*2*27.0,2025-03-13 19:32:09
32.6*2*25.0,2025-03-14 00:00:38
31.3*2*23.5,2025-03-14 06:00:36
29.1*2*21.8,2025-03-14 07:32:32
28.7*2*22.1,2025-03-14 12:00:56
31.6*2*30.1,2025-03-14 18:00:54
34.2*2*29.4,2025-03-14 19:32:15
33.5*2*27.1,2025-03-15 00:00:38
32.1*2*24.8,2025-03-15 06:00:36
30.8*2*23.5,2025-03-15 07:32:35
29.9*2*23.4,2025-03-15 12:00:54
30.9*2*28.0,2025-03-15 18:00:55
33.7*2*26.6,2025-03-15 19:32:14
32.6*2*25.5,2025-03-16 00:00:37
31.4*2*23.5,2025-03-16 06:00:36
27.8*2*17.8,2025-03-16 07:32:30
26.5*2*18.6,2025-03-16 12:00:54
25.6*2*19.6,2025-03-16 18:01:02
30.7*2*24.4,2025-03-16 19:32:16
30.6*2*22.4,2025-03-17 00:00:36
28.4*2*21.2,2025-03-17 06:00:36
27.2*2*20.8,2025-03-17 12:01:04
32.1*2*28.0,2025-03-17 18:01:00
32.6*2*25.4,2025-03-17 19:32:15
31.8*2*24.1,2025-03-18 00:00:37
30.0*2*22.5,2025-03-18 06:00:37
27.7*2*20.9,2025-03-18 07:32:32
31.9*2*23.4,2025-03-18 19:46:29
31.9*2*23.5,2025-03-19 00:00:54
30.3*2*22.1,2025-03-19 06:01:02
27.4*2*20.6,2025-03-19 07:33:03
29.5*2*26.5,2025-03-19 12:07:27
29.7*2*26.6,2025-03-19 18:00:54
31.9*2*24.7,2025-03-19 19:32:15
31.0*2*20.6,2025-03-19 21:28:16
30.9*2*20.4,2025-03-20 00:00:36
28.3*2*18.5,2025-03-20 06:00:36
26.0*2*19.3,2025-03-20 07:33:05
30.5*2*27.3,2025-03-20 13:53:18
30.5*2*27.3,2025-03-20 18:00:54
33.4*2*26.1,2025-03-20 19:32:15
32.4*2*23.9,2025-03-21 00:00:38
30.0*2*21.4,2025-03-21 06:00:36
27.4*2*20.4,2025-03-21 07:33:03
27.8*2*20.6,2025-03-21 12:00:57
30.4*2*28.2,2025-03-21 18:00:54
2*2*26.8,2025-03-21 19:32:15
32.8*2*24.7,2025-03-22 00:00:38
30.9*2*22.3,2025-03-22 06:00:36
28.2*2*20.8,2025-03-22 07:32:35
28.6*2*21.0,2025-03-22 12:01:01
29.7*2*27.0,2025-03-22 18:00:53
32.3*2*26.0,2025-03-22 18:28:40
32.3*2*25.9,2025-03-22 19:32:14
32.1*2*24.9,2025-03-23 00:00:38
30.9*2*23.1,2025-03-23 06:00:36
29.2*2*21.1,2025-03-23 07:32:34
28.3*2*19.8,2025-03-23 12:00:55
29.4*2*28.2,2025-03-23 18:00:53
29.4*2*23.9,2025-03-23 19:32:15
29.8*2*23.4,2025-03-24 00:00:35
32.2*2*28.1,2025-03-25 16:52:39
32.3*2*28.1,2025-03-25 16:56:13
32.4*2*28.0,2025-03-25 18:00:36
31.9*2*24.7,2025-03-25 19:20:51
31.8*2*24.7,2025-03-25 19:32:09
31.9*2*24.3,2025-03-25 19:51:09
31.8*2*23.9,2025-03-25 20:40:28
31.5*2*23.7,2025-03-25 21:23:51
31.4*2*23.8,2025-03-26 00:00:36
29.5*2*2,2025-03-26 05:41:44
29.5*2*21.4,2025-03-26 06:00:37
29.3*2*18.5,2025-03-26 07:32:34
27.7*2*17.9,2025-03-26 12:01:02
32.1*2*26.2,2025-03-26 17:55:16
32.1*2*26.2,2025-03-26 18:01:00
32.1*2*26.2,2025-03-26 19:32:15
31.8*2*24.1,2025-03-27 00:00:36
30.1*2*22.3,2025-03-27 06:00:37
28.9*2*21.1,2025-03-27 07:32:57
30.1*2*20.5,2025-03-27 12:00:59
28.0*2*23.2,2025-03-27 18:00:55
32.2*2*24.8,2025-03-27 18:35:14
31.7*2*24.3,2025-03-27 18:51:07
31.9*2*24.3,2025-03-27 19:32:16
29.4*2*20.7,2025-03-28 21:47:25
29.5*2*20.8,2025-03-29 00:00:37
29.6*2*21.3,2025-03-29 06:00:36
27.3*2*19.0,2025-03-29 07:32:38
28.2*2*19.4,2025-03-29 12:00:58
30.4*2*27.0,2025-03-29 18:00:53
34.2*2*26.4,2025-03-29 19:32:26
31.7*2*23.2,2025-03-29 21:18:22
31.7*2*23.1,2025-03-29 21:25:31
31.5*2*23.1,2025-03-29 21:40:09
31.4*2*23.0,2025-03-29 21:44:02
31.0*2*22.9,2025-03-29 22:10:55
30.3*2*22.8,2025-03-29 22:40:59
30.1*2*22.8,2025-03-29 22:51:20
30.0*2*22.8,2025-03-29 22:56:44
30.1*2*22.8,2025-03-29 22:59:25
29.9*2*22.7,2025-03-29 23:05:28
29.8*2*22.6,2025-03-29 23:09:52
29.8*2*22.6,2025-03-30 00:00:36
29.3*2*22.5,2025-03-30 00:32:20
29.3*2*22.6,2025-03-30 00:42:51
29.3*2*22.6,2025-03-30 00:48:10
29.4*2*22.6,2025-03-30 00:56:35
29.3*2*22.5,2025-03-30 01:03:47
29.3*2*22.4,2025-03-30 01:10:38
29.2*2*22.5,2025-03-30 01:19:18
29.2*2*22.4,2025-03-30 01:39:39
29.2*2*22.5,2025-03-30 01:49:39
29.0*2*22.5,2025-03-30 03:54:05
29.0*2*22.5,2025-03-30 04:09:04
29.0*2*22.5,2025-03-30 06:00:36
28.8*2*22.1,2025-03-30 07:32:41
31.0*2*27.3,2025-03-30 10:27:18
31.2*2*27.6,2025-03-30 10:41:20
31.3*2*29.1,2025-03-30 10:51:11
31.4*2*28.5,2025-03-30 10:57:45
31.5*2*28.5,2025-03-30 11:09:38
31.6*2*28.8,2025-03-30 11:15:04
31.7*2*29.2,2025-03-30 11:25:59
32.0*2*29.5,2025-03-30 11:44:25
32.2*2*28.4,2025-03-30 11:57:11
32.2*2*27.1,2025-03-30 12:09:46
32.1*2*26.8,2025-03-30 12:17:27
32.1*2*26.3,2025-03-30 12:28:11
31.9*2*25.2,2025-03-30 12:44:24
31.7*2*24.6,2025-03-30 12:53:14
30.7*2*23.3,2025-03-30 13:42:21
30.5*2*23.3,2025-03-30 13:49:19
30.4*2*23.3,2025-03-30 13:55:07
30.2*2*23.2,2025-03-30 14:05:59
30.2*2*23.4,2025-03-30 14:15:52
29.9*2*23.3,2025-03-30 14:19:17
30.0*2*23.4,2025-03-30 14:28:05
29.9*2*23.4,2025-03-30 18:00:55
31.8*2*25.4,2025-03-30 19:32:18
30.9*2*23.8,2025-03-31 00:00:40
29.2*2*22.5,2025-03-31 06:00:38
28.3*2*21.2,2025-03-31 07:32:36
28.4*2*22.1,2025-03-31 12:00:58
31.6*2*28.1,2025-03-31 18:00:56
36.5*2*27.1,2025-03-31 19:32:14
33.5*2*25.1,2025-04-01 00:00:36
31.3*2*21.7,2025-04-01 06:00:36
27.4*2*19.4,2025-04-01 07:33:02
30.1*2*28.1,2025-04-01 12:03:41
2*2*28.0,2025-04-01 18:01:00
33.2*2*21.7,2025-04-01 19:32:22
31.5*2*21.7,2025-04-01 19:53:42
30.9*2*21.6,2025-04-01 20:36:22
30.7*2*21.5,2025-04-01 21:17:33
30.5*2*21.6,2025-04-02 00:00:36
29.3*2*21.8,2025-04-02 06:00:36
29.1*2*21.8,2025-04-02 07:33:00
29.4*2*21.9,2025-04-02 12:00:54
31.6*2*28.9,2025-04-02 18:00:53
34.1*2*27.2,2025-04-02 19:32:26
32.6*2*24.8,2025-04-02 19:43:00
32.3*2*24.6,2025-04-02 20:11:17
32.3*2*24.7,2025-04-03 00:00:36
30.6*2*22.7,2025-04-03 06:00:36
30.0*2*22.1,2025-04-03 07:33:00
29.3*2*22.2,2025-04-03 12:00:54
31.1*2*28.6,2025-04-03 18:00:55
34.0*2*27.9,2025-04-03 19:32:31
32.8*2*2,2025-04-04 00:00:38
31.1*2*23.0,2025-04-04 06:00:36
28.8*2*20.4,2025-04-04 07:32:34
27.9*2*20.1,2025-04-04 12:00:53
29.7*2*27.0,2025-04-04 18:00:54
33.9*2*26.8,2025-04-04 19:32:15
32.4*2*24.4,2025-04-05 00:00:38
30.8*2*23.2,2025-04-05 06:00:36
27.5*2*17.3,2025-04-05 07:32:34
26.3*2*17.3,2025-04-05 12:00:56
25.9*2*19.8,2025-04-05 18:00:52
32.9*2*25.5,2025-04-05 19:32:33
31.5*2*22.7,2025-04-05 20:27:14
