record,created_at
84.4*2*81.8,2024-12-13 18:01:03
86.0*2*82.6,2024-12-13 19:31:57
85.8*2*82.7,2024-12-14 00:00:58
83.6*2*84.4,2024-12-14 06:00:55
81.7*2*91.2,2024-12-14 12:00:53
86.2*2*72.2,2024-12-14 18:00:53
87.4*2*75.0,2024-12-15 00:00:54
84.5*2*94.2,2024-12-15 06:00:54
81.4*2*99.9,2024-12-15 12:01:03
84.8*2*92.9,2024-12-15 18:00:53
85.4*2*83.3,2024-12-16 00:01:07
84.5*2*91.5,2024-12-16 06:00:57
82.3*2*98.0,2024-12-16 12:00:53
83.5*2*91.4,2024-12-16 18:00:52
84.9*2*78.4,2024-12-17 00:01:04
82.6*2*90.2,2024-12-17 06:00:53
80.8*2*94.5,2024-12-17 12:00:57
84.7*2*69.5,2024-12-17 18:00:53
86.1*2*76.2,2024-12-18 00:01:04
84.0*2*93.8,2024-12-18 06:00:56
81.5*2*98.4,2024-12-18 12:00:53
86.4*2*57.6,2024-12-18 16:27:44
86.7*2*57.4,2024-12-18 18:00:54
85.8*2*73.8,2024-12-19 00:01:01
83.9*2*90.0,2024-12-19 06:00:54
80.4*2*95.8,2024-12-19 12:00:53
82.8*2*99.9,2024-12-19 18:01:05
81.8*2*85.6,2024-12-20 00:00:54
83.9*2*94.7,2024-12-20 06:00:55
82.5*2*97.5,2024-12-20 12:00:53
81.4*2*83.2,2024-12-20 18:01:06
81.6*2*87.6,2024-12-21 00:00:55
81.4*2*96.2,2024-12-21 06:00:53
80.4*2*99.9,2024-12-21 12:00:54
80.9*2*96.9,2024-12-21 18:01:04
81.4*2*99.5,2024-12-21 20:34:24
81.2*2*99.4,2024-12-21 20:37:06
80.9*2*98.6,2024-12-21 21:20:49
81.6*2*98.7,2024-12-21 21:50:59
82.1*2*98.8,2024-12-22 00:00:56
82.4*2*96.0,2024-12-22 06:00:55
80.8*2*98.7,2024-12-22 12:00:56
81.1*2*80.4,2024-12-22 18:00:53
83.1*2*92.1,2024-12-23 00:01:04
81.9*2*96.2,2024-12-23 06:00:56
80.1*2*99.9,2024-12-23 12:00:56
80.0*2*99.9,2024-12-23 18:00:54
79.8*2*99.9,2024-12-24 00:01:07
83.7*2*99.9,2024-12-24 06:00:55
82.5*2*99.9,2024-12-24 12:00:56
79.9*2*91.5,2024-12-24 18:00:53
82.3*2*97.1,2024-12-25 00:01:07
81.7*2*99.4,2024-12-25 06:00:59
81.1*2*99.9,2024-12-25 12:00:57
81.2*2*99.9,2024-12-25 18:00:53
81.3*2*88.3,2024-12-26 00:01:07
84.1*2*99.2,2024-12-26 06:00:55
82.1*2*99.9,2024-12-26 12:00:56
82.3*2*78.4,2024-12-26 18:00:53
83.7*2*78.2,2024-12-27 00:01:06
82.7*2*92.9,2024-12-27 06:00:59
81.1*2*98.5,2024-12-27 12:00:58
83.1*2*82.9,2024-12-27 18:00:53
83.5*2*81.6,2024-12-27 18:27:04
84.0*2*82.2,2024-12-28 00:00:59
83.5*2*94.8,2024-12-28 06:00:56
82.5*2*99.9,2024-12-28 12:00:54
79.1*2*76.1,2024-12-28 18:00:54
83.8*2*82.9,2024-12-28 20:44:51
83.4*2*83.1,2024-12-29 00:00:54
81.8*2*85.8,2024-12-29 06:01:00
79.9*2*54.0,2024-12-29 13:11:26
80.2*2*55.0,2024-12-29 18:00:55
83.5*2*2,2024-12-30 00:00:56
80.8*2*62.5,2024-12-30 06:00:55
79.5*2*76.2,2024-12-30 09:14:43
77.8*2*61.7,2024-12-30 10:24:16
77.8*2*58.9,2024-12-30 12:01:03
79.8*2*56.2,2024-12-30 18:00:53
83.2*2*55.4,2024-12-30 19:51:16
83.3*2*55.8,2024-12-31 00:01:02
79.2*2*73.5,2024-12-31 00:31:50
79.0*2*70.3,2024-12-31 03:16:07
78.6*2*70.2,2024-12-31 06:00:54
77.4*2*74.9,2024-12-31 12:00:59
79.0*2*69.9,2024-12-31 16:22:31
78.8*2*60.9,2024-12-31 17:37:22
78.9*2*61.2,2024-12-31 18:00:56
78.9*2*60.5,2025-01-01 00:00:57
76.5*2*74.0,2025-01-01 06:00:58
75.8*2*77.8,2025-01-01 12:00:57
77.4*2*80.1,2025-01-01 13:29:24
79.4*2*78.0,2025-01-01 14:06:25
79.0*2*89.8,2025-01-01 14:54:03
78.9*2*75.8,2025-01-01 17:08:24
79.0*2*76.6,2025-01-01 18:00:55
78.5*2*73.9,2025-01-02 00:00:56
75.7*2*79.9,2025-01-02 06:00:57
73.2*2*89.9,2025-01-02 12:00:53
79.6*2*69.6,2025-01-02 18:01:05
79.1*2*91.7,2025-01-03 00:01:00
82.3*2*73.6,2025-01-06 15:02:03
82.2*2*71.6,2025-01-06 18:00:56
82.2*2*78.4,2025-01-07 00:00:58
80.5*2*91.5,2025-01-07 06:00:55
81.3*2*95.5,2025-01-07 12:00:56
83.3*2*83.5,2025-01-07 15:31:59
83.2*2*83.8,2025-01-07 18:00:58
84.4*2*90.3,2025-01-07 21:53:59
84.6*2*90.3,2025-01-08 00:00:56
84.1*2*84.6,2025-01-08 06:01:00
81.1*2*93.6,2025-01-08 12:00:54
82.4*2*69.3,2025-01-08 15:39:19
82.6*2*69.1,2025-01-08 18:00:55
80.7*2*89.3,2025-01-09 00:01:01
82.1*2*90.6,2025-01-09 06:00:53
80.5*2*93.7,2025-01-09 12:00:56
79.2*2*69.6,2025-01-09 18:01:04
82.5*2*74.8,2025-01-10 00:00:59
80.5*2*2,2025-01-10 06:00:53
79.0*2*95.8,2025-01-10 12:00:56
79.9*2*79.2,2025-01-10 18:01:03
78.6*2*84.4,2025-01-11 00:00:54
81.0*2*88.1,2025-01-11 06:00:57
77.8*2*96.0,2025-01-11 12:00:53
78.2*2*79.0,2025-01-11 18:01:03
81.1*2*70.8,2025-01-12 00:00:54
78.9*2*87.2,2025-01-12 06:00:54
78.3*2*98.4,2025-01-12 12:00:53
77.6*2*93.5,2025-01-12 18:01:03
79.4*2*97.3,2025-01-12 22:53:00
79.7*2*96.5,2025-01-13 00:00:57
78.2*2*94.6,2025-01-13 06:00:57
79.4*2*97.4,2025-01-13 12:00:55
83.0*2*68.6,2025-01-13 16:49:11
80.8*2*90.1,2025-01-13 21:38:27
81.0*2*90.1,2025-01-14 00:01:00
78.9*2*89.9,2025-01-14 06:00:58
77.2*2*82.3,2025-01-14 12:00:53
82.8*2*56.2,2025-01-14 16:19:35
83.2*2*55.9,2025-01-14 18:00:54
82.5*2*52.2,2025-01-15 00:00:53
79.2*2*82.2,2025-01-15 06:00:58
75.0*2*74.1,2025-01-15 12:00:53
74.6*2*60.4,2025-01-15 18:01:02
79.3*2*61.9,2025-01-16 00:01:03
79.6*2*77.4,2025-01-16 06:00:54
76.7*2*88.0,2025-01-16 12:01:00
78.2*2*57.4,2025-01-16 18:01:05
80.8*2*63.6,2025-01-17 00:00:53
79.8*2*87.3,2025-01-17 06:00:58
75.3*2*82.0,2025-01-17 12:00:58
77.7*2*53.9,2025-01-17 18:01:02
82.3*2*63.7,2025-01-18 00:00:53
81.2*2*84.7,2025-01-18 06:01:00
75.3*2*91.4,2025-01-18 12:01:00
77.0*2*65.0,2025-01-18 18:01:04
80.2*2*76.3,2025-01-18 19:49:38
79.8*2*76.2,2025-01-19 00:00:55
79.5*2*83.3,2025-01-19 06:00:59
75.1*2*90.1,2025-01-19 08:43:38
74.7*2*90.3,2025-01-19 12:00:55
80.8*2*67.7,2025-01-19 17:17:47
80.9*2*67.9,2025-01-19 18:00:59
2*2*2,2025-01-20 00:00:57
79.0*2*80.6,2025-01-20 06:00:58
82.3*2*89.9,2025-01-20 12:00:55
80.4*2*67.2,2025-01-20 18:00:59
81.3*2*84.9,2025-01-21 00:00:53
82.0*2*91.4,2025-01-21 06:00:56
77.5*2*91.5,2025-01-21 12:00:53
78.8*2*76.9,2025-01-21 18:01:00
83.3*2*76.3,2025-01-22 00:00:53
80.7*2*90.7,2025-01-22 06:00:56
80.6*2*77.2,2025-01-22 11:07:52
81.3*2*77.0,2025-01-22 12:01:04
82.7*2*70.6,2025-01-22 18:00:57
81.7*2*79.3,2025-01-23 00:01:03
81.5*2*2,2025-01-23 06:00:53
77.5*2*96.4,2025-01-23 12:01:06
83.3*2*68.4,2025-01-23 18:00:53
80.6*2*94.0,2025-01-24 00:00:59
79.5*2*92.7,2025-01-24 06:00:53
80.3*2*89.6,2025-01-24 09:51:41
80.7*2*84.8,2025-01-24 10:20:20
80.7*2*84.2,2025-01-24 12:00:55
82.7*2*75.4,2025-01-24 18:00:53
81.4*2*88.0,2025-01-24 21:08:00
80.8*2*85.3,2025-01-25 00:00:58
81.2*2*88.4,2025-01-25 06:00:54
76.6*2*93.9,2025-01-25 12:00:57
75.2*2*75.2,2025-01-25 18:00:57
75.0*2*77.3,2025-01-25 19:20:38
79.8*2*81.8,2025-01-25 20:32:06
2*2*81.9,2025-01-26 00:00:57
77.7*2*87.1,2025-01-26 06:00:57
75.8*2*92.7,2025-01-26 12:00:54
72.8*2*83.0,2025-01-26 18:00:53
75.5*2*81.0,2025-01-27 00:01:04
76.4*2*92.3,2025-01-27 06:00:57
78.4*2*96.3,2025-01-27 12:00:53
75.0*2*64.7,2025-01-27 18:00:53
81.4*2*49.1,2025-01-28 00:01:06
76.4*2*82.0,2025-01-28 06:01:02
77.0*2*92.9,2025-01-28 12:00:55
73.3*2*82.1,2025-01-28 18:00:53
74.5*2*75.1,2025-01-29 00:01:06
74.9*2*87.3,2025-01-29 06:01:01
77.1*2*93.6,2025-01-29 12:00:55
74.6*2*59.4,2025-01-29 18:00:53
75.5*2*2,2025-01-30 00:01:02
76.5*2*83.9,2025-01-30 06:00:57
75.1*2*89.6,2025-01-30 12:00:54
73.2*2*65.3,2025-01-30 18:00:53
73.6*2*78.1,2025-01-30 19:32:29
74.1*2*79.1,2025-01-31 00:01:03
75.3*2*87.2,2025-01-31 06:01:04
75.7*2*71.6,2025-01-31 18:12:02
75.9*2*75.1,2025-01-31 19:39:15
75.4*2*75.0,2025-02-01 00:01:01
76.6*2*84.9,2025-02-01 06:00:56
77.1*2*88.7,2025-02-01 12:00:53
73.9*2*79.1,2025-02-01 18:00:52
75.5*2*73.3,2025-02-02 00:01:07
76.8*2*84.8,2025-02-02 06:00:58
77.1*2*91.5,2025-02-02 12:00:55
74.3*2*82.6,2025-02-02 18:00:53
74.4*2*73.8,2025-02-03 00:01:05
75.4*2*87.1,2025-02-03 06:00:53
77.2*2*99.1,2025-02-03 12:00:57
75.2*2*70.2,2025-02-03 18:00:53
76.5*2*80.7,2025-02-03 19:36:54
77.6*2*85.0,2025-02-03 21:34:52
77.8*2*85.3,2025-02-04 00:00:59
77.1*2*89.7,2025-02-04 06:00:53
78.8*2*95.0,2025-02-04 12:00:56
75.6*2*74.0,2025-02-04 16:18:33
76.9*2*87.3,2025-02-08 06:48:06
77.1*2*85.4,2025-02-08 12:00:58
80.0*2*74.9,2025-02-08 18:00:53
79.1*2*85.8,2025-02-09 09:13:12
79.0*2*83.7,2025-02-09 09:26:35
78.8*2*83.6,2025-02-09 12:01:02
80.0*2*64.6,2025-02-09 13:40:24
80.0*2*64.5,2025-02-09 18:00:57
80.0*2*83.2,2025-02-09 20:03:12
79.9*2*83.6,2025-02-09 22:31:31
79.1*2*84.7,2025-02-09 22:43:37
79.0*2*84.5,2025-02-09 23:06:49
78.9*2*85.5,2025-02-10 00:00:59
78.7*2*87.2,2025-02-10 06:00:53
78.1*2*93.8,2025-02-10 12:01:00
81.2*2*62.5,2025-02-10 13:42:52
81.1*2*59.0,2025-02-10 14:35:13
81.1*2*65.9,2025-02-10 18:00:57
80.7*2*76.1,2025-02-11 00:00:54
80.2*2*89.6,2025-02-11 06:00:56
79.0*2*94.0,2025-02-11 12:00:53
80.9*2*54.8,2025-02-11 18:01:05
80.2*2*80.0,2025-02-11 21:34:00
80.2*2*80.5,2025-02-12 00:01:00
80.0*2*86.4,2025-02-12 06:00:58
79.7*2*94.4,2025-02-12 12:00:59
81.2*2*51.5,2025-02-12 12:44:46
80.1*2*88.8,2025-02-13 00:24:46
79.9*2*88.2,2025-02-13 06:00:59
80.8*2*64.3,2025-02-13 12:04:52
81.1*2*68.7,2025-02-13 18:03:17
80.6*2*72.0,2025-02-13 19:07:33
80.4*2*72.3,2025-02-14 00:01:01
79.5*2*83.7,2025-02-14 06:00:58
79.7*2*99.9,2025-02-14 12:00:57
79.5*2*73.7,2025-02-14 18:00:54
79.9*2*68.7,2025-02-15 00:01:04
81.3*2*88.1,2025-02-15 06:00:55
81.8*2*99.9,2025-02-15 12:00:53
79.7*2*79.6,2025-02-15 18:00:53
80.4*2*71.8,2025-02-16 00:01:05
80.0*2*88.3,2025-02-16 06:00:53
79.5*2*91.5,2025-02-16 12:00:57
79.7*2*73.4,2025-02-16 18:00:53
79.9*2*71.8,2025-02-17 00:01:04
79.0*2*84.7,2025-02-17 06:00:56
78.6*2*88.7,2025-02-17 12:00:53
80.3*2*84.5,2025-02-17 19:30:06
80.1*2*81.9,2025-02-17 21:28:28
80.2*2*81.3,2025-02-18 00:00:54
80.0*2*78.9,2025-02-18 06:00:57
78.9*2*94.9,2025-02-18 12:00:57
81.0*2*69.5,2025-02-18 18:00:54
81.0*2*83.4,2025-02-18 21:23:59
80.9*2*83.4,2025-02-19 00:00:53
80.0*2*89.2,2025-02-19 06:01:02
79.3*2*82.2,2025-02-19 12:00:55
79.7*2*58.4,2025-02-19 18:00:54
78.9*2*81.0,2025-02-19 21:08:58
2*2*81.2,2025-02-20 00:00:54
79.3*2*86.2,2025-02-20 06:00:57
79.4*2*95.3,2025-02-20 12:00:53
79.4*2*63.2,2025-02-20 18:00:53
79.1*2*64.3,2025-02-21 00:01:05
79.0*2*87.1,2025-02-21 06:00:54
78.9*2*75.7,2025-02-21 10:36:16
79.0*2*71.2,2025-02-21 11:49:06
2*2*69.5,2025-02-21 12:00:20
78.7*2*70.4,2025-02-21 12:10:19
78.6*2*69.8,2025-02-21 12:12:08
78.4*2*70.9,2025-02-21 18:00:53
2*2*61.0,2025-02-21 19:32:17
79.4*2*68.4,2025-02-22 00:00:39
79.4*2*87.5,2025-02-22 05:32:49
79.3*2*92.3,2025-02-22 06:00:53
79.0*2*92.7,2025-02-22 12:00:57
78.2*2*49.3,2025-02-22 18:00:53
78.4*2*62.7,2025-02-22 19:32:25
77.6*2*70.4,2025-02-23 00:00:39
79.5*2*88.8,2025-02-23 05:33:04
78.9*2*86.5,2025-02-23 06:00:54
79.0*2*87.1,2025-02-23 12:00:55
78.0*2*66.5,2025-02-23 18:00:53
77.1*2*67.9,2025-02-23 19:32:16
78.3*2*75.9,2025-02-24 00:00:36
78.9*2*84.2,2025-02-24 05:32:34
79.2*2*91.8,2025-02-24 06:00:56
79.1*2*91.8,2025-02-24 12:00:57
78.6*2*48.4,2025-02-24 18:00:53
75.0*2*46.2,2025-02-24 19:32:26
74.9*2*60.2,2025-02-25 00:00:36
77.0*2*75.9,2025-02-25 05:32:35
77.5*2*84.0,2025-02-25 06:00:54
77.8*2*83.4,2025-02-25 10:07:47
76.5*2*55.7,2025-02-25 12:01:01
77.0*2*39.9,2025-02-25 13:21:59
77.2*2*39.9,2025-02-25 18:00:57
72.1*2*33.8,2025-02-25 19:32:14
72.1*2*50.2,2025-02-26 00:00:38
74.2*2*64.1,2025-02-26 06:00:36
75.1*2*54.7,2025-02-26 07:33:06
74.9*2*53.0,2025-02-26 12:00:58
73.8*2*38.9,2025-02-26 18:00:54
67.2*2*38.6,2025-02-26 19:32:14
2*2*42.9,2025-02-27 00:00:36
69.1*2*64.9,2025-02-27 06:00:36
71.3*2*50.4,2025-02-27 07:32:34
72.6*2*58.5,2025-02-27 12:00:53
70.7*2*39.0,2025-02-27 18:01:01
66.9*2*58.3,2025-02-27 19:32:16
66.3*2*65.6,2025-02-28 00:00:36
68.2*2*77.9,2025-02-28 06:00:36
69.7*2*86.2,2025-02-28 07:32:35
69.7*2*87.3,2025-02-28 12:00:56
68.9*2*51.8,2025-02-28 18:00:54
65.9*2*52.0,2025-02-28 18:33:59
2*2*51.7,2025-02-28 19:32:15
66.1*2*55.7,2025-03-01 00:00:36
69.0*2*78.2,2025-03-01 06:00:37
69.7*2*91.0,2025-03-01 07:32:32
69.3*2*88.4,2025-03-01 12:00:56
69.2*2*60.7,2025-03-01 18:00:57
66.8*2*54.5,2025-03-01 19:32:29
66.1*2*69.9,2025-03-02 00:00:36
70.0*2*82.5,2025-03-02 06:00:36
69.7*2*56.4,2025-03-02 13:35:58
69.4*2*55.8,2025-03-02 18:00:55
67.8*2*63.9,2025-03-02 19:32:15
69.3*2*60.4,2025-03-03 00:00:36
71.1*2*76.0,2025-03-03 06:00:35
71.5*2*79.2,2025-03-03 07:32:32
71.2*2*79.2,2025-03-03 12:01:04
73.6*2*70.3,2025-03-04 17:37:25
73.6*2*70.9,2025-03-04 18:00:56
73.5*2*71.2,2025-03-04 19:32:14
73.8*2*78.7,2025-03-05 00:00:37
75.3*2*79.7,2025-03-05 06:00:36
75.1*2*89.4,2025-03-05 07:32:32
75.2*2*91.5,2025-03-05 12:01:02
2*2*2,2025-03-05 15:17:13
75.8*2*60.3,2025-03-05 17:22:20
75.7*2*60.3,2025-03-05 18:00:55
75.6*2*60.1,2025-03-05 19:32:14
76.1*2*76.6,2025-03-05 20:23:22
75.9*2*76.9,2025-03-06 00:00:37
77.2*2*83.8,2025-03-06 06:00:36
77.2*2*92.5,2025-03-06 07:32:36
77.0*2*92.8,2025-03-06 12:00:54
77.3*2*64.1,2025-03-06 18:00:53
75.4*2*56.4,2025-03-06 19:32:15
75.9*2*68.3,2025-03-07 00:00:36
77.3*2*79.8,2025-03-07 06:00:36
78.0*2*84.5,2025-03-07 07:32:32
77.9*2*84.4,2025-03-07 12:01:00
77.4*2*55.0,2025-03-07 18:00:55
75.1*2*64.0,2025-03-07 19:32:16
75.1*2*71.6,2025-03-08 00:00:35
76.8*2*83.5,2025-03-08 06:00:38
77.5*2*85.1,2025-03-08 12:01:02
76.8*2*58.4,2025-03-08 18:01:01
77.0*2*73.9,2025-03-08 19:32:14
77.3*2*76.8,2025-03-09 00:00:35
78.1*2*78.0,2025-03-09 06:00:36
78.5*2*86.0,2025-03-09 07:32:48
78.0*2*87.2,2025-03-09 12:00:56
76.4*2*75.7,2025-03-09 18:00:53
77.0*2*77.2,2025-03-09 19:32:15
77.4*2*83.9,2025-03-10 00:00:36
78.5*2*85.1,2025-03-10 06:00:36
78.9*2*89.2,2025-03-10 07:32:31
78.6*2*91.9,2025-03-10 12:00:56
79.2*2*87.2,2025-03-10 18:00:57
79.0*2*88.5,2025-03-10 19:32:24
79.3*2*89.5,2025-03-11 00:00:37
79.9*2*86.2,2025-03-11 06:00:36
80.4*2*91.1,2025-03-11 07:32:35
80.2*2*91.9,2025-03-11 12:01:00
81.1*2*55.6,2025-03-11 18:00:54
79.8*2*50.4,2025-03-11 19:32:15
79.9*2*57.5,2025-03-12 00:00:36
80.0*2*76.1,2025-03-12 06:00:36
80.6*2*93.1,2025-03-12 12:01:05
79.5*2*75.6,2025-03-12 18:00:54
78.9*2*80.2,2025-03-12 19:32:33
79.1*2*91.4,2025-03-13 00:00:36
80.1*2*90.7,2025-03-13 06:00:36
80.5*2*70.8,2025-03-13 10:21:28
80.5*2*64.2,2025-03-13 11:31:20
80.4*2*64.9,2025-03-13 12:00:36
80.3*2*64.4,2025-03-13 16:33:00
80.1*2*65.1,2025-03-13 18:00:36
79.7*2*72.1,2025-03-13 19:32:09
79.8*2*75.8,2025-03-14 00:00:38
80.3*2*84.2,2025-03-14 06:00:36
80.7*2*90.9,2025-03-14 07:32:32
80.0*2*92.4,2025-03-14 12:00:56
80.1*2*61.7,2025-03-14 18:00:54
79.1*2*63.3,2025-03-14 19:32:15
79.3*2*71.4,2025-03-15 00:00:38
80.2*2*80.7,2025-03-15 06:00:36
80.0*2*81.6,2025-03-15 07:32:35
79.6*2*81.2,2025-03-15 12:00:54
79.0*2*68.0,2025-03-15 18:00:55
79.1*2*74.3,2025-03-15 19:32:14
79.3*2*75.8,2025-03-16 00:00:37
80.1*2*82.7,2025-03-16 06:00:36
80.9*2*99.9,2025-03-16 07:32:30
80.8*2*99.9,2025-03-16 12:00:54
81.0*2*99.9,2025-03-16 18:01:02
80.9*2*76.8,2025-03-16 19:32:16
81.4*2*81.5,2025-03-17 00:00:36
82.0*2*89.1,2025-03-17 06:00:36
82.8*2*93.7,2025-03-17 12:01:04
82.3*2*72.5,2025-03-17 18:01:00
81.3*2*75.1,2025-03-17 19:32:15
81.0*2*79.6,2025-03-18 00:00:37
81.8*2*88.4,2025-03-18 06:00:37
82.4*2*94.5,2025-03-18 07:32:32
82.0*2*89.0,2025-03-18 19:46:29
81.8*2*89.0,2025-03-19 00:00:54
81.8*2*90.8,2025-03-19 06:01:02
81.3*2*90.4,2025-03-19 07:33:03
81.5*2*74.3,2025-03-19 12:07:27
81.3*2*75.6,2025-03-19 18:00:54
81.3*2*83.1,2025-03-19 19:32:15
82.2*2*89.8,2025-03-19 21:28:16
82.1*2*90.9,2025-03-20 00:00:36
82.4*2*99.9,2025-03-20 06:00:36
82.7*2*99.9,2025-03-20 07:33:05
83.2*2*66.9,2025-03-20 13:53:18
83.0*2*65.1,2025-03-20 18:00:54
82.3*2*69.4,2025-03-20 19:32:15
82.4*2*80.1,2025-03-21 00:00:38
83.3*2*89.5,2025-03-21 06:00:36
83.3*2*96.0,2025-03-21 07:33:03
83.2*2*92.5,2025-03-21 12:00:57
83.0*2*67.3,2025-03-21 18:00:54
2*2*69.5,2025-03-21 19:32:15
82.4*2*76.3,2025-03-22 00:00:38
82.7*2*88.6,2025-03-22 06:00:36
82.6*2*92.5,2025-03-22 07:32:35
82.3*2*91.4,2025-03-22 12:01:01
82.3*2*72.4,2025-03-22 18:00:53
82.1*2*71.5,2025-03-22 18:28:40
82.1*2*71.6,2025-03-22 19:32:14
82.2*2*78.5,2025-03-23 00:00:38
82.3*2*87.8,2025-03-23 06:00:36
82.6*2*88.8,2025-03-23 07:32:34
82.2*2*99.9,2025-03-23 12:00:55
82.7*2*77.5,2025-03-23 18:00:53
82.5*2*83.2,2025-03-23 19:32:15
82.7*2*89.0,2025-03-24 00:00:35
84.0*2*71.2,2025-03-25 16:52:39
83.9*2*69.9,2025-03-25 16:56:13
83.8*2*69.8,2025-03-25 18:00:36
83.3*2*79.9,2025-03-25 19:20:51
83.4*2*80.2,2025-03-25 19:32:09
83.4*2*82.1,2025-03-25 19:51:09
83.3*2*84.8,2025-03-25 20:40:28
83.4*2*85.9,2025-03-25 21:23:51
83.4*2*86.1,2025-03-26 00:00:36
83.1*2*2,2025-03-26 05:41:44
83.1*2*97.1,2025-03-26 06:00:37
83.2*2*99.9,2025-03-26 07:32:34
82.9*2*99.9,2025-03-26 12:01:02
83.6*2*68.8,2025-03-26 17:55:16
83.5*2*68.9,2025-03-26 18:01:00
83.5*2*70.3,2025-03-26 19:32:15
83.3*2*76.6,2025-03-27 00:00:36
83.5*2*86.2,2025-03-27 06:00:37
83.8*2*94.7,2025-03-27 07:32:57
83.9*2*97.7,2025-03-27 12:00:59
83.8*2*92.5,2025-03-27 18:00:55
83.6*2*74.3,2025-03-27 18:35:14
83.3*2*73.9,2025-03-27 18:51:07
83.6*2*73.8,2025-03-27 19:32:16
83.0*2*92.8,2025-03-28 21:47:25
82.8*2*92.5,2025-03-29 00:00:37
82.9*2*91.1,2025-03-29 06:00:36
82.5*2*95.2,2025-03-29 07:32:38
82.3*2*94.8,2025-03-29 12:00:58
82.8*2*72.6,2025-03-29 18:00:53
83.0*2*74.0,2025-03-29 19:32:26
82.7*2*85.2,2025-03-29 21:18:22
82.7*2*85.2,2025-03-29 21:25:31
82.6*2*85.6,2025-03-29 21:40:09
82.6*2*86.0,2025-03-29 21:44:02
82.6*2*88.5,2025-03-29 22:10:55
82.6*2*89.5,2025-03-29 22:40:59
82.6*2*89.5,2025-03-29 22:51:20
82.5*2*89.4,2025-03-29 22:56:44
82.6*2*89.5,2025-03-29 22:59:25
82.5*2*89.4,2025-03-29 23:05:28
82.7*2*89.4,2025-03-29 23:09:52
82.5*2*89.5,2025-03-30 00:00:36
82.7*2*90.4,2025-03-30 00:32:20
82.6*2*90.4,2025-03-30 00:42:51
82.7*2*90.6,2025-03-30 00:48:10
82.6*2*90.5,2025-03-30 00:56:35
82.6*2*90.7,2025-03-30 01:03:47
82.6*2*91.1,2025-03-30 01:10:38
82.5*2*90.9,2025-03-30 01:19:18
82.5*2*91.1,2025-03-30 01:39:39
82.5*2*91.1,2025-03-30 01:49:39
82.4*2*92.6,2025-03-30 03:54:05
82.4*2*92.7,2025-03-30 04:09:04
82.5*2*92.6,2025-03-30 06:00:36
82.6*2*92.5,2025-03-30 07:32:41
83.6*2*72.6,2025-03-30 10:27:18
83.6*2*73.1,2025-03-30 10:41:20
83.6*2*68.7,2025-03-30 10:51:11
83.7*2*68.7,2025-03-30 10:57:45
83.7*2*69.7,2025-03-30 11:09:38
83.7*2*69.7,2025-03-30 11:15:04
83.6*2*69.8,2025-03-30 11:25:59
84.0*2*69.6,2025-03-30 11:44:25
83.9*2*70.1,2025-03-30 11:57:11
84.0*2*76.0,2025-03-30 12:09:46
84.0*2*76.7,2025-03-30 12:17:27
83.9*2*78.6,2025-03-30 12:28:11
84.0*2*77.1,2025-03-30 12:44:24
83.6*2*79.5,2025-03-30 12:53:14
83.7*2*85.7,2025-03-30 13:42:21
83.7*2*85.8,2025-03-30 13:49:19
83.6*2*86.1,2025-03-30 13:55:07
83.8*2*86.4,2025-03-30 14:05:59
83.7*2*86.3,2025-03-30 14:15:52
83.6*2*86.4,2025-03-30 14:19:17
83.8*2*86.6,2025-03-30 14:28:05
83.7*2*86.7,2025-03-30 18:00:55
83.8*2*77.9,2025-03-30 19:32:18
83.7*2*87.9,2025-03-31 00:00:40
83.5*2*93.2,2025-03-31 06:00:38
83.3*2*96.6,2025-03-31 07:32:36
83.5*2*97.2,2025-03-31 12:00:58
84.3*2*76.1,2025-03-31 18:00:56
83.9*2*73.8,2025-03-31 19:32:14
83.8*2*81.6,2025-04-01 00:00:36
82.8*2*84.9,2025-04-01 06:00:36
83.2*2*99.9,2025-04-01 07:33:02
83.8*2*68.4,2025-04-01 12:03:41
2*2*71.3,2025-04-01 18:01:00
83.1*2*86.5,2025-04-01 19:32:22
82.9*2*89.9,2025-04-01 19:53:42
83.1*2*89.5,2025-04-01 20:36:22
83.1*2*90.7,2025-04-01 21:17:33
83.0*2*90.8,2025-04-02 00:00:36
83.5*2*93.8,2025-04-02 06:00:36
83.9*2*96.7,2025-04-02 07:33:00
83.6*2*96.6,2025-04-02 12:00:54
83.4*2*73.8,2025-04-02 18:00:53
82.7*2*68.8,2025-04-02 19:32:26
82.6*2*79.8,2025-04-02 19:43:00
82.6*2*82.7,2025-04-02 20:11:17
82.5*2*82.8,2025-04-03 00:00:36
82.2*2*89.5,2025-04-03 06:00:36
82.8*2*95.2,2025-04-03 07:33:00
82.7*2*91.3,2025-04-03 12:00:54
82.4*2*70.7,2025-04-03 18:00:55
82.0*2*72.1,2025-04-03 19:32:31
82.1*2*2,2025-04-04 00:00:38
82.0*2*90.5,2025-04-04 06:00:36
82.3*2*99.9,2025-04-04 07:32:34
82.1*2*99.9,2025-04-04 12:00:53
82.3*2*78.8,2025-04-04 18:00:54
81.7*2*68.9,2025-04-04 19:32:15
81.7*2*75.3,2025-04-05 00:00:38
81.6*2*86.6,2025-04-05 06:00:36
81.7*2*99.9,2025-04-05 07:32:34
81.3*2*99.9,2025-04-05 12:00:56
81.5*2*99.9,2025-04-05 18:00:52
81.8*2*76.7,2025-04-05 19:32:33
81.7*2*85.5,2025-04-05 20:27:14
